"Load Time","Avg Load Time","Timestamp","URL"
"1.52","1.52","20-04-2026 12:37:24","https://sauce-demo.myshopify.com/"
"5.51","5.51","20-04-2026 12:37:16","https://sauce-demo.myshopify.com/checkouts/cn/hWNAhO7YttzJGGHXKkViGfUy/en-in?_r=AQABkR0CJ7YGTSuKPzkQISspAncogm2ZZI4UuvYY_IpHc-8"
"4.82","4.82","20-04-2026 12:36:30","https://autotestdata.com/"
"1.99","1.99","20-04-2026 12:35:41","https://selectorshub.com/autotestdata/"
"1.84","1.84","20-04-2026 12:35:12","https://selectorshub.com/page-load-timer-installed/"
